rank,asin,name,ratings_count,rating,sale_price,image,is_prime_x,product_url,category,brand,price,regular_price,seller,availability_status,is_prime_y,is_aplus_page,full_description,video_count,parent_asin,five_star,four_star,three_star,two_star,one_star
19,B0035LCFNQ,"Duracell Coppertop AA Batteries with Power Boost Ingredients, 24 Count Pack Double A Battery with Long-lasting Power, Alkaline AA Battery for Household and Office Devices",81895.0,4.8,$16.43,"https://images-na.ssl-images-amazon.com/images/I/71F1yxjGeYL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Duracell-Coppertop-AA-Ingredients-Long-lasting/dp/B0035LCFNQ/ref=zg_bs_g_hpc_d_sccl_19/135-0835023-0097009?psc=1,Health & Household,DURACELL,$16.49,$21.98,Amazon.com,In Stock,True,True,"Product Description Duracell Coppertop AA batteries with POWER BOOST Ingredients deliver dependable power to your everyday devices throughout the home, like toys, remote controls, flashlights, calculators, clocks and radios, wireless mice, keyboards, and more. With a guarantee of 12 years in storage, you can rest assured they'll be ready when you need them. Duracell guarantees these batteries against defects in material and workmanship. From storm season to holiday needs, Duracell is the #1 trusted battery brand for the moments that matter most. From the Manufacturer Duracell",10.0,B0CX2ZM9CF,89%,8%,2%,0%,1%
20,B0CKK43XXS,"Scott Paper Towels, Choose-A-Sheet, 6 Double Rolls = 12 Regular Rolls (100 Sheets Per Roll)",15196.0,4.5,$6.84,"https://images-na.ssl-images-amazon.com/images/I/81pobbCTbZL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Scott-Towels-Choose-Sheet-Regular/dp/B0CKK43XXS/ref=zg_bs_g_hpc_d_sccl_20/135-0835023-0097009?psc=1,Health & Household,Scott,$6.84,$8.59,Amazon.com,In Stock,True,True,"Take on daily messes with Scott Choose-A-Sheet Paper Towels, our most absorbent towel ever. With more sheets per dollar*, each paper towel roll comes with 100 sheets per roll and features Scott’s Choose-A-Sheet size that lets you choose the right sheet size for your task. These disposable paper towels are a trusted combination of value and strength, so you can use them anytime, anywhere, no matter the mess. Scott Paper Towels are more absorbent than the leading brand for your money** to help you tackle everyday messes at the right value. Plus, our paper towels are virtually lint-free when you wipe to help you leave any surface spotless. Scott is FSC-certified and has 100% paper fibers sourced from responsibly managed forests. Buy Scott Paper Towels in bulk and save yourself extra deliveries. (*vs. the leading brand regular roll select-a-size) (**Fluid absorbed per dollar, based on average retail price at a combination of grocery, drug, dollar, and mass outlets for 52 week ending 12/31/23)",10.0,B0D62MCVTH,71%,12%,8%,4%,5%
1,B01M16WBW1,"Queen Size 4 Piece Sheet Set - Comfy Breathable & Cooling Sheets - Hotel Luxury Bed Sheets for Women and Men - Deep Pockets, Microfiber, Extra Soft & Wrinkle Free Sheets - White Oeko-Tex Bed Sheet Set",353736.0,4.5,$29.99,"https://images-na.ssl-images-amazon.com/images/I/711Pd4pAs3L._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Queen-Size-Piece-Sheet-Set/dp/B01M16WBW1/ref=zg_bs_g_home-garden_d_sccl_1/144-0135524-8865811?psc=1,Home & Kitchen,CGK Unlimited,$29.99,$38.99,CGK Unlimited,In Stock,True,True,"The video showcases the product in use. The video guides you through product setup. The video compares multiple products. The video shows the product being unpacked. Shop CGK Luxury Bedding Ultra Soft 4 Piece Sheets Add to Cart Ultra Soft 6 Piece Sheets EXTRA DEEP 4 Piece sheets Luxury Comforters Ultra Soft Duvet Cover 2 Embroidered Pillowcases 12 Pack 4 Piece Sheet Set Customer Reviews 4.5 out of 5 stars 354,240 4.4 out of 5 stars 115,547 23,528 3,028 578 4.6 out of 5 stars 33,828 4.9 out of 5 stars 16 Price $34.99 $ 34 . 99 $32.99 32 $39.99 39 $49.99 49 $24.99 24 $13.99 13 $192.00 192 00 Fits Sizes 8 to 16 Inch Deep Mattress 18 to 24 Inch Deep Mattress Twin, Full, Queen,King,CalKing 30"" Length x 19"" Height Triple Embroidered Pillowcases Triple Embroidered X - Envelope Enclosure Pillowcases Envelope Enclosure OEKO-TEX Certified Yes Product Care Machine Wash Wrinkle Proof Fade Proof Stain Proof",10.0,B0D5BZDH7Y,70%,16%,7%,3%,4%
2,B0CJZMP7L1,"Stanley Quencher H2.0 FlowState Stainless Steel Vacuum Insulated Tumbler with Lid and Straw for Water, Iced Tea or Coffee, Smoothie and More, Lilac, 30oz",42947.0,4.7,$35.00,"https://images-na.ssl-images-amazon.com/images/I/51zaCVh6SIL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Quencher-FlowState-Stainless-Insulated-Smoothie/dp/B0CJZMP7L1/ref=zg_bs_g_home-garden_d_sccl_2/144-0135524-8865811?psc=1,Home & Kitchen,STANLEY,$35.00,,Amazon.com,In Stock,True,True,"This Quencher H2.0 is generously sized (but not oversized) with an easy-carry, comfort-grip handle and a narrow base that will fit most cup holders. Long day of meetings? Rowing class? Trip out of town? Our durable 30 oz tumbler, made with recycled stainless steel, is up to the hydration challenge. The double-wall vacuum insulation will keep your water cold for 9 hours and iced for 40 hours. And to cap things off, there’s an advanced FlowState™ lid that features a rotating cover with three positions: a straw opening designed to resist splashes with a seal that holds the reusable straw in place, a drink opening, and a full-cover top.",10.0,B0DG5KJGZK,84%,8%,4%,1%,3%
3,B06X9PS779,"Amazon Basics Lightweight Super Soft Easy Care Microfiber 4-Piece Bed Sheet Set with 14-Inch Deep Pockets, Queen, Black, Solid",409297.0,4.5,$15.99,"https://images-na.ssl-images-amazon.com/images/I/61kdWPk5E3L._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Amazon-Basics-Lightweight-Microfiber-14-Inch/dp/B06X9PS779/ref=zg_bs_g_home-garden_d_sccl_3/144-0135524-8865811?psc=1,Home & Kitchen,Amazon Basics,$15.99,$18.99,Amazon.com,In Stock,True,True,Product Description An Amazon Brand. From the Manufacturer Amazon Basics,10.0,B0DJ93SLBS,74%,14%,6%,2%,3%
4,B085DTZQNZ,"Owala FreeSip Insulated Stainless Steel Water Bottle with Straw for Sports and Travel, BPA-Free, 24-oz, Very, Very Dark",58198.0,4.7,$27.94,"https://images-na.ssl-images-amazon.com/images/I/718RbhzhVbL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Owala-Insulated-Stainless-Steel-Push-Button-24-Ounce/dp/B085DTZQNZ/ref=zg_bs_g_home-garden_d_sccl_4/144-0135524-8865811?psc=1,Home & Kitchen,Owala,$24.99,$27.99,Lakeview Goods Co.,In Stock,True,False,,0.0,B0CCTCM833,85%,7%,3%,2%,4%
5,B0016HF5GK,"BISSELL Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner, Car and Auto Detailer, with Exclusive Specialty Tools, Green, 1400B",87662.0,4.5,$99.59,"https://images-na.ssl-images-amazon.com/images/I/71V0kbGwsTL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Bissell-Multi-Purpose-Portable-Upholstery-1400B/dp/B0016HF5GK/ref=zg_bs_g_home-garden_d_sccl_5/144-0135524-8865811?psc=1,Home & Kitchen,Bissell,$99.59,$99.59,Amazon.com,In Stock,True,True,"Not every pet mess calls for a full-size carpet cleaning machine. Use BISSELL® Little Green® portable upholstery and carpet cleaner to spray, scrub and lift away those smaller messes, like dirt and stains, from all types of surfaces. It has powerful suction to easily remove dirty paw prints from carpets and stairs, plus it works on car interiors, too! Little Green® portable deep cleaner is lightweight, so you can use it almost anywhere. And this machine doesn’t just clean up after pets, it helps save them! BISSELL proudly supports BISSELL Pet Foundation® and its mission to help save homeless pets. When you buy a BISSELL® product, you help save pets, too. We’re proud to design products that help make pet messes, odors and pet homelessness disappear.",10.0,B0DFLT8LYS,74%,14%,5%,2%,5%
6,B08QRFZ6TH,"Barossa Design Plastic Shower Liner Clear - Premium PEVA Shower Curtain Liner with Rustproof Grommets and 3 Magnets, Waterproof Cute Lightweight Standard Size Shower Curtains for Bathroom - Clear",69430.0,4.5,$8.95,"https://images-na.ssl-images-amazon.com/images/I/7136-eapqKL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Plastic-Shower-Liner-Clear-Chemical/dp/B08QRFZ6TH/ref=zg_bs_g_home-garden_d_sccl_6/144-0135524-8865811?psc=1,Home & Kitchen,Barossa Design,$8.95,,Barossa Design,In Stock,True,True,"Designed with bottom magnets, help keep the shower liner in place well. The video showcases the product in use. The video guides you through product setup. The video compares multiple products. The video shows the product being unpacked. Keep your bathroom clean and dry. Metal grommet and reinforced header help your liner last durability. The shower curtain made of 100% PEVA material. Easy care, wipe and clean with a damp cloth. Multiple Choices Lightweight Add to Cart Heavy Duty Extra Heavy Duty Fabric Shower Liner 2 Pack Honeycomb Waffle Weave Hotel Luxury Waffle Customer Reviews 4.5 out of 5 stars 69,645 4.7 out of 5 stars 1,957 24,498 Price $8.95 $ 8 . 95 $9.99 9 99 $16.99 16 $11.99 11 $14.98 14 98 $17.99 17 Thick 5 Gauge PEVA 8 Gauge PEVA 12 Gauge EVA Soft Thick Microfiber Lightweight Fabric Liners Cotton Blend Thick Hotel Grade Size 72x72 72X72 — 71x72 Bottom Magnets 3 Magnets 6 Magnets 2 Magnets No Magnets Color Clear White Water Waterproof Liner Recommended Water Repellent DON'T MISS OUR OTHER COLLECTION! HOTEL STYLE SHOWER CURTAIN Features classy and sophisticated waffle weave. Built-in detachable inside fabric liner, easy to detach and reattach. The mesh window allows to see through while maintaining privacy. LEARN MORE HONEYCOMB SHOWER CURTAIN Crafted from 65% poly and 35% cotton, designed with classic honeycomb waffle pattern, immediately turning your bathroom into a spa-day heaven! BUFFALO CHECK SHOWER CURTAIN Simple gingham checked plaid in a twill weave, complimentary to your bathroom decor. It blends easily with a variety of color schemes, and metal grommets for easy hanging. SATIN STRIPED SHOWER CURTAIN Features damask satin striped pattern (not printed) and hotel quality, elegant look for your bathroom. A weighted hem keeps this curtain holds firmly in place and makes it less likely to billow.",10.0,B07MDMMT5J,71%,15%,7%,3%,3%
7,B0725WFLMB,"Bedsure Satin Pillowcase for Hair and Skin Queen - Silver Grey Silky Pillowcase 20x30 Inches - Set of 2 with Envelope Closure, Similar to Silk Pillow Cases, Gifts for Women Men",292449.0,4.5,$6.98,"https://images-na.ssl-images-amazon.com/images/I/71M6a8SHCeL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Bedsure-Satin-Pillowcase-Hair-2-Pack/dp/B0725WFLMB/ref=zg_bs_g_home-garden_d_sccl_7/144-0135524-8865811?psc=1,Home & Kitchen,Bedsure,$5.00,$5.00,BedsureBedsure,In Stock,True,True,"The video showcases the product in use. The video guides you through product setup. The video compares multiple products. The video shows the product being unpacked. PEACEFUL BEAUTY SLEEPS Envelope closure and sturdy fabric keep your pillows from slipping out. Enjoy a sound sleep to look better. VIBRANT STYLE Find the ideal shade to match your mood and vibe from a wide selection of colors. GIFT THE ELEGANCE The elegant silk-like texture beautifully blends luxury with comfort, making it a gift that truly wows.",10.0,B0DHTRP7XV,73%,15%,7%,2%,3%
8,B00NX0WXQI,"Utopia Bedding Queen Bed Sheets Set - 4 Piece Bedding - Brushed Microfiber - Shrinkage and Fade Resistant - Easy Care (Queen, Grey)",198963.0,4.6,$19.95,"https://images-na.ssl-images-amazon.com/images/I/713afJ6oJ+L._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Utopia-Bedding-4-Piece-Queen-Sheets/dp/B00NX0WXQI/ref=zg_bs_g_home-garden_d_sccl_8/144-0135524-8865811?psc=1,Home & Kitchen,Utopia Bedding,$19.95,$29.95,Utopia Deals,In Stock,True,True,"1 FITTED SHEET 2 FLAT SHEET 3 PILLOWCASES The video showcases the product in use. The video guides you through product setup. The video compares multiple products. The video shows the product being unpacked. Browse Utopia Bedding's Product Collection! Solid Bed Sheet Set Add to Cart Fitted Sheet Duvet Cover Set Pillow Cases - Pack of 4 Flat Sheet Fitted Sheet - Pack of 6 Bed Skirt Customer Reviews 4.6 out of 5 stars 199,251 93,115 4.4 out of 5 stars 22,878 39,976 4.7 out of 5 stars 21,957 10,792 32,879 Price $19.95 $ 19 . 95 $9.99 9 99 $19.99 $8.49 8 49 $43.99 43 $11.49 11 Sizes 7 5 4 6 Colors 27+ 22+ 16+ 6+ 12+ Number of Pieces Microfiber ✔ Machine Washable Available Pack Sizes 1, 8, 10 1, 2, 20, 24 4, 12, 80, 120 1, 6, 20, 24 6, 20 1, 20 What is the maximum mattress height that can be covered by fitted sheet? The fitted sheet will cover mattresses up to 15 inches deep. Are these sheets set machine washable? Yes, they are machine washable. however please refer to the care instructions on the product. Are they prone to wrinkling or fading after washing? The bed sheet set is made of microfiber polyester fabric which is known for being relatively wrinkle free and fade resistant. To achieve a more enhanced look, iron on low heat. Are these sheets made from envrioment-friendly materials and/or processes? Yes, we have OEKO-TEX certification signifying our commitment towards using sustainable materials and practices. How is the overall texture and feeling of these sheets? The sheets are soft, lightweight, and give a pleasant, cool, and comfortable feel suitable for all skin types.",10.0,B09ZL9LQ9L,77%,14%,5%,2%,2%
9,B01LYNW421,"Beckham Hotel Collection Bed Pillows Standard / Queen Size Set of 2 - Down Alternative Bedding Gel Cooling Pillow for Back, Stomach or Side Sleepers",243771.0,4.3,$59.99,"https://images-na.ssl-images-amazon.com/images/I/71329CVoVDL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Pillows-for-Sleeping-2-Pack/dp/B01LYNW421/ref=zg_bs_g_home-garden_d_sccl_9/144-0135524-8865811?psc=1,Home & Kitchen,Beckham Hotel Collection,$59.99,$79.99,Thalestris Co.,In Stock,True,True,"The video showcases the product in use. The video guides you through product setup. The video compares multiple products. The video shows the product being unpacked. The Beckham Home Collection Original Down Alternative Pillow is designed with super plush fiber and a soft cover. Expertly tailored to ensure maximum comfort in any and all sleeping positions. OEKO-TEX Certified Our pillows are OEKO-TEX Certified and made for a comfy night's sleep. No-Shift Design High-quality materials keep their shape without bunching or distorting, no matter how long you use them. All-Season Use Breathable and down fill helps keep the temperature just right, so you can keep dreaming. Plush Support Extra plush fill provides you with the ideal support you need for a better night’s rest. EASY CARE INSTRUCTIONS FOR YOUR PILLOWS COMPLETE YOUR DREAM LOOK 2-pc Microfiber Fitted Sheets 4-pc Microfiber Pillowcases All-Season Duvet Insert Ultra Comfy Sheets This double-pack, soft-brushed microfiber sheet set keeps you cool year-round. Soft & Smooth Pillowcases Four silky smooth pillowcases help you stay cool and provide all-season comfort. All-Season Ready Sleep cooler & comfortably in the summer, warmer in winter Breathable Allows for cool nights, even on the hottest days Machine Washable Wash in cold and dries quick on tumble dry low Superior Softness High-quality microfiber with ultra-soft quilt design",10.0,B08XYD548C,66%,15%,9%,4%,6%
10,B01NBNDC1T,"Utopia Bedding Throw Pillows Insert (Pack of 2, White) - 18 x 18 Inches Bed and Couch Pillows - Indoor Decorative Pillows",197331.0,4.6,$16.99,"https://images-na.ssl-images-amazon.com/images/I/61Vil0HlUUL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Utopia-Bedding-Throw-Pillows-Insert/dp/B01NBNDC1T/ref=zg_bs_g_home-garden_d_sccl_10/144-0135524-8865811?psc=1,Home & Kitchen,Utopia Bedding,$16.99,$23.99,Utopia Deals,In Stock,True,True,"Elegant, Exclusive & Colorful Pillows! Our throw pillows are available in multi colors that are designed for universal use, making them ideal for a car, office, sofa, bed, outdoors etc. Whether you are resting on a couch for a movie or taking a nap, our pillows will add flair and unbeatable comfort to your home. The video showcases the product in use. The video guides you through product setup. The video compares multiple products. The video shows the product being unpacked.  1 POLYESTER FILLING 2 BOUNCE BACK 3 SOFT FABRIC 4 EXPERTLY CRAFTED Explore more Product's Choices Throw Pillow (Set of 2) Add to Cart Piping Throw Pillow Water Resistant Pillow Gusseted Bed Pillow Premium Bed Pillow Stripped Bed Pillows Body Pillow Customer Reviews 4.6 out of 5 stars 197,496 5,026 4.7 out of 5 stars 89 4.5 out of 5 stars 71,362 38,786 284 18,518 Price $16.99 $ 16 . 99 $19.99 19 $17.99 17 $29.99 29 $27.99 27 $23.99 23 $22.99 22 Fabric 115 GSM Brushed Fabric 100 GSM Plain Weave Fabric Water Resistant Microfiber T200 Polycotton T250 Satin Stripped Polycotton 100% Microfiber Available Sizes 15 Sizes available 10 Sizes available 4 Sizes available Queen/King/Standard/European 20 x 54 Inches Available Colors 7 Colors available White with Navy Piping White 6 Colors available White /Light Grey / Navy Fill Material 100% Polyester Care Instructions Spot Clean",10.0,B0DBNCMTMX,78%,12%,5%,2%,3%
